District,State,Year,Crops,Season,Soil_Type,Irrigation,Rainfall,Temperature,Area,Yield,Production,Fertilizer_kg_per_ha,Nitrogen,Phosphorus,Potassium,Humidity,Soil_pH,Crop_Category,Previous_Yield,Yield_Change,Rainfall_Distribution,Rainfall_Score,Weather_Forecast,Weather_Score,Soil_Fertility_Index,WSI_raw,Humidity_Factor,Irrigation_Factor,Season_Factor,Temp_Factor,Rainfall_Factor,Water_Stress_Index,Water_Stress_Level,Yield_Efficiency
Angul,Odisha,2020,Black gram,Rabi,Red,Canal,881.0,30.0,14048.0,0.8169846241457859,11477.0,42.4,229.8,192.1,148.8,48.0,6.86,Pulse,0.92,-0.16,Moderate,2,Normal,2,0.2706841529365887,0.0340136054421768,1.15,0.95,1.0,1.0,1.0,0.0371598639455782,Medium Stress,0.9514805317576408
Angul,Odisha,2021,Black gram,Rabi,Loamy,Tube Well,1188.0,26.4,18971.0,0.8828738601022613,16749.0,47.0,355.5,300.0,272.6,74.3,7.45,Pulse,0.76,0.05,Moderate,2,Balanced,3,0.6857577267744436,0.0222035323801513,1.0,0.85,1.0,1.0,1.0,0.0188730025231286,Low Stress,0.9901204564002214
Angul,Odisha,2022,Black gram,Kharif,Red,Rainfed,1753.0,26.2,9859.0,0.7956182168576935,7844.0,41.5,152.1,136.3,117.1,91.2,5.85,Pulse,0.81,-0.09,Heavy,4,Cool & Wet,4,0.1157021305109525,0.0149372862029646,0.85,1.2,0.9,1.0,0.9,0.0123411858608893,Low Stress,0.9564724244932722
Angul,Odisha,2023,Black gram,Rabi,Loamy,Tube Well,1379.0,29.1,11330.0,0.9072374227714034,10279.0,22.1,306.0,218.1,260.9,69.3,6.19,Pulse,0.72,0.09,Good,3,Balanced,3,0.5633234624640816,0.0210869565217391,1.0,0.85,1.0,1.0,1.0,0.0179239130434782,Low Stress,1.0525897115676561
Angul,Odisha,2024,Black gram,Rabi,Black,Canal,1317.0,27.1,16683.0,0.8966612719534856,14959.0,38.1,431.2,171.0,248.9,74.0,7.43,Pulse,0.81,-0.02,Good,3,Balanced,3,0.6225353061308574,0.0205614567526555,1.0,0.95,1.0,1.0,1.0,0.0195333839150227,Low Stress,1.0348014294020493
Angul,Odisha,2025,Black gram,Rabi,Black,Canal,1191.0,35.9,8482.0,1.0809950483376563,9169.0,25.5,340.5,167.4,224.1,58.5,7.57,Pulse,0.79,0.1499999999999999,Moderate,2,Balanced,3,0.4649409862884127,0.0301174496644295,1.0,0.95,1.0,1.15,1.0,0.0329033137583892,Medium Stress,1.1241263747795025
Angul,Odisha,2015,Green gram,Rabi,Black,Tube Well,1008.0,29.4,13993.0,1.180018580718931,16512.0,47.1,435.0,220.4,370.5,63.3,7.41,Pulse,1.017,0.1629999999999998,Moderate,2,Balanced,3,0.8230858226659984,0.0291377601585728,1.0,0.85,1.0,1.0,1.0,0.0247670961347869,Medium Stress,1.0
Angul,Odisha,2016,Green gram,Kharif,Loamy,Rainfed,1800.0,31.5,11355.0,0.7105239982386614,8068.0,33.8,286.9,165.8,149.7,90.2,6.07,Pulse,1.18,-0.48,Heavy,4,Cool & Wet,4,0.3162225324222188,0.0174902831760133,0.85,1.2,0.9,1.0,0.9,0.0144504719600222,Low Stress,0.7516614607330666
Angul,Odisha,2017,Green gram,Rabi,Loamy,Tube Well,1091.0,29.4,7814.0,1.2359866905554133,9658.0,33.4,314.6,182.8,240.0,73.0,7.6,Pulse,0.7,0.5,Moderate,2,Balanced,3,0.4811456327492845,0.0269230769230769,1.0,0.85,1.0,1.0,1.0,0.0228846153846153,Medium Stress,1.1859668507897252
Angul,Odisha,2018,Green gram,Rabi,Loamy,Canal,1276.0,31.9,11267.0,1.2853465873790717,14482.0,43.5,409.3,200.2,287.3,60.4,7.16,Pulse,1.2,0.03,Good,3,Balanced,3,0.6167906674490865,0.0249804228660924,1.0,0.95,1.0,1.0,1.0,0.0237314017227877,Medium Stress,1.193134297905372
Angul,Odisha,2019,Green gram,Rabi,Black,Tube Well,1331.0,26.0,10062.0,1.1659709799244682,11732.0,21.8,428.8,186.2,344.1,67.8,8.15,Pulse,1.23,-0.1299999999999999,Good,3,Balanced,3,0.5793342778642101,0.0195195195195195,1.0,0.85,1.0,1.0,1.0,0.0165915915915915,Low Stress,0.9486369160662864
Angul,Odisha,2020,Green gram,Zaid,Loamy,Canal,952.0,33.5,15407.0,1.0857402479392484,16728.0,46.7,325.0,186.1,236.9,46.7,6.84,Pulse,1.1,-0.09,Moderate,2,Hot & Dry,1,0.4911372900443301,0.0351521511017838,1.15,0.95,1.15,1.0,1.0,0.0441642838405036,Medium Stress,0.9208842246742198
Angul,Odisha,2021,Green gram,Kharif,Black,Rainfed,1496.0,29.5,10515.0,1.3406562054208273,14097.0,32.4,273.0,138.5,219.5,95.0,7.11,Pulse,1.01,0.2199999999999999,Good,3,Cool & Wet,4,0.376739386019018,0.0197060788243153,0.85,1.2,0.9,1.0,1.0,0.0180901803607214,Low Stress,1.119587205639805
Angul,Odisha,2022,Green gram,Rabi,Loamy,Tube Well,1332.0,36.0,8031.0,0.729298966504794,5857.0,42.6,450.0,284.5,311.2,75.5,7.09,Pulse,1.23,-0.57,Good,3,Balanced,3,0.8001371052749134,0.0270067516879219,1.0,0.85,1.0,1.15,1.0,0.0263990997749437,Medium Stress,0.6933168789806937
Angul,Odisha,2023,Green gram,Rabi,Loamy,Canal,1237.0,28.6,14810.0,0.8960162052667117,13270.0,36.6,319.8,168.8,188.2,71.2,7.35,Pulse,0.66,0.14,Good,3,Balanced,3,0.4393322043534301,0.0231017770597738,1.0,0.95,1.0,1.0,1.0,0.0219466882067851,Medium Stress,0.9062962092185505
Angul,Odisha,2024,Green gram,Rabi,Loamy,Tube Well,1064.0,31.8,6723.0,1.2030343596608657,8088.0,37.0,308.9,268.5,223.2,74.7,6.28,Pulse,0.8,0.26,Moderate,2,Balanced,3,0.5760322822974671,0.0298591549295774,1.0,0.85,1.0,1.0,1.0,0.0253802816901408,Medium Stress,1.2760456368187372
Angul,Odisha,2025,Green gram,Rabi,Black,Tube Well,1004.0,32.8,8839.0,1.3339744314967756,11791.0,44.9,383.6,290.8,348.8,74.1,8.17,Pulse,1.06,0.0999999999999998,Moderate,2,Balanced,3,0.6103220905557182,0.032636815920398,1.0,0.85,1.0,1.0,1.0,0.0277412935323383,Medium Stress,1.1657134156198996
Angul,Odisha,2015,Groundnut,Kharif,Loamy,Rainfed,1051.0,29.7,17581.0,1.8000113759171834,31646.0,80.3,252.9,205.8,227.4,78.7,6.61,Oilseed,2.025,-0.2249999999999998,Moderate,2,Balanced,3,0.4422586708028796,0.028231939163498,1.0,1.2,0.9,1.0,1.0,0.0304904942965779,Medium Stress,1.0
Angul,Odisha,2016,Groundnut,Kharif,Loamy,Rainfed,1544.0,30.0,27365.0,2.0401607893294353,55829.0,68.9,239.6,200.8,225.0,88.5,6.07,Oilseed,1.8,0.2099999999999997,Good,3,Cool & Wet,4,0.3969529503517258,0.0194174757281553,0.85,1.2,0.9,1.0,0.9,0.0160427184466019,Low Stress,1.0625361059552467
Angul,Odisha,2017,Groundnut,Kharif,Loamy,Rainfed,1251.0,33.1,30346.0,2.6676992025308115,80954.0,131.7,259.8,239.9,282.8,73.5,6.52,Oilseed,2.01,0.5800000000000001,Good,3,Balanced,3,0.5139239511361594,0.0264376996805111,1.0,1.2,0.9,1.0,1.0,0.028552715654952,Medium Stress,1.2297565755860438
Angul,Odisha,2018,Groundnut,Kharif,Black,Rainfed,1633.0,27.4,19566.0,2.142236532760912,41915.0,68.1,258.1,167.4,300.1,94.1,8.17,Oilseed,2.59,-0.54,Heavy,4,Cool & Wet,4,0.3440935876813022,0.0167686658506731,0.85,1.2,0.9,1.0,0.9,0.0138542717258261,Low Stress,0.938192560525731
Angul,Odisha,2019,Groundnut,Kharif,Red,Rainfed,1441.0,32.6,13632.0,2.4485768779342725,33379.0,164.8,234.9,240.7,200.3,95.0,5.23,Oilseed,2.05,0.2600000000000002,Good,3,Cool & Wet,4,0.2655374915350076,0.0226074895977808,0.85,1.2,0.9,1.0,1.0,0.0207536754507628,Medium Stress,1.0120159632178496
Angul,Odisha,2020,Groundnut,Kharif,Loamy,Tube Well,806.0,31.5,29541.0,1.4834975119325684,43824.0,88.5,298.2,286.3,222.6,53.0,6.52,Oilseed,2.31,-0.9300000000000002,Moderate,2,Hot & Dry,1,0.6169161550881003,0.0390334572490706,1.0,0.85,0.9,1.0,1.0,0.029860594795539,Medium Stress,0.732674469991144
Angul,Odisha,2021,Groundnut,Kharif,Black,Tube Well,1254.0,30.7,35186.0,2.2672085488546583,79774.0,96.9,450.0,259.2,386.7,77.7,8.5,Oilseed,1.38,0.7000000000000002,Good,3,Balanced,3,0.7577406583430555,0.0244621513944223,1.0,0.85,0.9,1.0,1.0,0.018713545816733,Low Stress,1.0971632870763435
Angul,Odisha,2022,Groundnut,Kharif,Loamy,Canal,1318.0,27.3,34869.0,2.5083598611947577,87464.0,144.7,294.5,294.5,215.1,66.5,6.67,Oilseed,2.08,0.1899999999999999,Good,3,Balanced,3,0.5949737074838907,0.0206974981046247,1.0,0.95,0.9,1.0,1.0,0.0176963608794541,Low Stress,1.2022687853719547
Angul,Odisha,2023,Groundnut,Kharif,Black,Rainfed,1076.0,33.3,19046.0,2.094403024257062,39890.0,63.8,315.8,250.0,346.3,82.1,7.23,Oilseed,2.27,-0.3999999999999999,Moderate,2,Balanced,3,0.6560979671321447,0.0309192200557103,0.85,1.2,0.9,1.0,1.0,0.028383844011142,Medium Stress,0.9145902763721571
Angul,Odisha,2024,Groundnut,Kharif,Black,Canal,1048.0,31.9,22515.0,2.1451476793248947,48298.0,117.2,350.9,241.9,400.0,80.5,8.06,Oilseed,1.87,0.0199999999999997,Moderate,2,Balanced,3,0.6044248762473964,0.0304099142040038,0.85,0.95,0.9,1.0,1.0,0.0221004051477597,Medium Stress,0.9536941807686261
Angul,Odisha,2025,Groundnut,Kharif,Loamy,Rainfed,1568.0,27.0,23304.0,2.564495365602472,59763.0,85.8,282.8,196.5,225.9,95.0,5.84,Oilseed,1.89,0.3400000000000001,Good,3,Cool & Wet,4,0.3934903879248258,0.017208413001912,0.85,1.2,0.9,1.0,0.9,0.0142175908221797,Low Stress,1.130722223009522
Angul,Odisha,2015,Maize,Kharif,Black,Canal,800.0,29.0,12007.0,2.3099858415924044,27736.0,97.6,345.8,279.2,346.4,56.1,7.38,Cereal,2.857,-0.5470000000000002,Moderate,2,Normal,2,0.7356986570643756,0.0362047440699126,1.0,0.95,0.9,1.0,1.0,0.0309550561797752,Medium Stress,1.0
Angul,Odisha,2016,Maize,Kharif,Loamy,Rainfed,1729.0,26.7,17467.0,2.811530314306979,49109.0,203.7,271.7,194.4,249.9,90.7,6.24,Cereal,2.31,0.4599999999999999,Heavy,4,Cool & Wet,4,0.4114189417619246,0.0154335260115606,0.85,1.2,0.9,1.0,0.9,0.0127511791907514,Low Stress,1.0979289057082937
Angul,Odisha,2017,Maize,Kharif,Loamy,Rainfed,1496.0,31.7,13028.0,3.3474823457169176,43611.0,134.9,378.3,209.0,193.3,80.4,7.0,Cereal,2.77,0.48,Good,3,Cool & Wet,4,0.5412250103107422,0.0211756847027388,0.85,1.2,0.9,1.0,1.0,0.0194392785571142,Low Stress,1.185789209342068
Angul,Odisha,2018,Maize,Kharif,Red,Tube Well,1024.0,26.6,22166.0,3.354461788324461,74355.0,258.6,238.1,260.8,181.6,80.4,5.99,Cereal,3.25,-0.04,Moderate,2,Balanced,3,0.3887074730138623,0.0259512195121951,0.85,0.85,0.9,1.0,1.0,0.0168747804878048,Low Stress,1.0578033734794439
Angul,Odisha,2019,Maize,Kharif,Red,Rainfed,1279.0,25.5,13636.0,3.476826048694632,47410.0,235.8,274.4,227.3,189.3,71.7,5.62,Cereal,3.21,0.0699999999999998,Good,3,Balanced,3,0.3265853079279241,0.019921875,1.0,1.2,0.9,1.0,1.0,0.0215156249999999,Medium Stress,1.02472872054571
Angul,Odisha,2020,Maize,Kharif,Loamy,Canal,909.0,28.4,23843.0,2.956255504760307,70486.0,175.8,450.0,300.0,323.3,63.4,7.21,Cereal,3.28,-0.5299999999999998,Moderate,2,Normal,2,0.8483429844943815,0.0312087912087912,1.0,0.95,0.9,1.0,1.0,0.0266835164835164,Medium Stress,0.9061279428948672
Angul,Odisha,2021,Maize,Kharif,Loamy,Canal,951.0,28.6,27831.0,2.8231109194782795,78570.0,204.0,315.2,281.7,246.0,60.4,6.84,Cereal,2.75,-0.1600000000000001,Moderate,2,Normal,2,0.593633331130066,0.0300420168067226,1.0,0.95,0.9,1.0,1.0,0.0256859243697478,Medium Stress,0.9149909947530478
Angul,Odisha,2022,Maize,Kharif,Loamy,Rainfed,1430.0,32.2,25631.0,3.745932659669931,96012.0,139.6,436.7,209.4,253.5,95.0,6.55,Cereal,2.59,0.8000000000000003,Good,3,Cool & Wet,4,0.6417645491504737,0.0225017470300489,0.85,1.2,0.9,1.0,1.0,0.0206566037735849,Medium Stress,1.1797842650415324
Angul,Odisha,2023,Maize,Kharif,Loamy,Rainfed,1459.0,27.2,11642.0,3.1023879058581,36118.0,191.6,424.5,202.3,200.2,86.1,5.85,Cereal,3.39,-0.6200000000000001,Good,3,Cool & Wet,4,0.534007117991536,0.0186301369863013,0.85,1.2,0.9,1.0,1.0,0.0171024657534246,Low Stress,0.9623356927051866
Angul,Odisha,2024,Maize,Kharif,Red,Rainfed,1335.0,33.8,11526.0,2.553791428075655,29435.0,254.7,222.1,176.9,175.5,72.5,5.51,Cereal,2.77,-0.52,Good,3,Balanced,3,0.2506366670461688,0.0252994011976047,1.0,1.2,0.9,1.0,1.0,0.0273233532934131,Medium Stress,0.8148567353206433
Angul,Odisha,2025,Maize,Kharif,Loamy,Rainfed,1513.0,31.3,20101.0,3.20849708969703,64494.0,125.4,346.8,275.1,222.9,95.0,6.81,Cereal,2.25,0.54,Good,3,Cool & Wet,4,0.5453492128669025,0.020673712021136,0.85,1.2,0.9,1.0,0.9,0.0170806208718626,Low Stress,1.0858254502592088
Angul,Odisha,2020,Mustard,Rabi,Red,Canal,915.0,33.7,17111.0,1.311495529191748,22441.0,90.3,246.9,203.3,141.9,61.0,6.0,Oilseed,1.384,-0.1640000000000001,Moderate,2,Hot & Dry,1,0.3554420248841931,0.0367903930131004,1.0,0.95,1.0,1.0,1.0,0.0349508733624454,Medium Stress,1.0
Angul,Odisha,2021,Mustard,Rabi,Loamy,Tube Well,1305.0,28.0,20626.0,1.853001066614952,38220.0,68.7,333.6,265.8,281.5,64.5,6.72,Oilseed,1.22,0.48,Good,3,Balanced,3,0.7285125492320305,0.0214395099540581,1.0,0.85,1.0,1.0,1.0,0.0182235834609494,Low Stress,1.171119014045001
Angul,Odisha,2022,Mustard,Rabi,Loamy,Canal,1634.0,25.0,19388.0,1.2376212089952547,23995.0,98.9,321.1,220.7,223.7,95.0,6.25,Oilseed,1.7,-0.5799999999999998,Heavy,4,Normal,2,0.5370757628421415,0.0152905198776758,0.85,0.95,1.0,1.0,0.9,0.0111123853211009,Low Stress,0.8434266849777777
Angul,Odisha,2023,Mustard,Rabi,Loamy,Canal,1585.0,25.1,15454.0,1.5119710107415556,23366.0,81.0,251.6,164.2,191.6,87.1,7.05,Oilseed,1.12,0.2299999999999999,Good,3,Normal,2,0.4011676513309902,0.0158259773013871,0.85,0.95,1.0,1.0,0.9,0.0115015290037831,Low Stress,0.9855124600462036
Angul,Odisha,2024,Mustard,Rabi,Black,Canal,1005.0,26.6,9378.0,1.736510983152058,16285.0,85.7,447.4,228.1,296.3,73.9,7.15,Oilseed,1.35,0.1799999999999999,Moderate,2,Balanced,3,0.8088920350376793,0.0264413518886679,1.0,0.95,1.0,1.0,1.0,0.0251192842942345,Medium Stress,1.161260165860974
Angul,Odisha,2025,Mustard,Rabi,Black,Tube Well,1141.0,25.2,20749.0,1.9549857824473469,40564.0,63.6,392.3,221.1,314.9,73.4,8.5,Oilseed,1.53,0.1699999999999999,Moderate,2,Balanced,3,0.6265474487834947,0.0220665499124343,1.0,0.85,1.0,1.0,1.0,0.0187565674255691,Low Stress,1.12712475591926
Angul,Odisha,2015,Rice,Kharif,Loamy,Tube Well,953.0,30.8,111582.0,4.219999641519242,470876.0,165.6,318.6,300.0,309.7,55.4,6.58,Cereal,3.693000000000001,0.5269999999999992,Moderate,2,Hot & Dry,1,0.7646529892679489,0.0322851153039832,1.0,0.85,0.9,1.0,1.0,0.0246981132075471,Medium Stress,1.0
Angul,Odisha,2016,Rice,Kharif,Red,Rainfed,1434.0,33.8,141927.0,4.3746503484185535,620881.0,172.8,182.7,204.4,128.3,90.1,5.61,Cereal,4.22,0.0899999999999998,Good,3,Cool & Wet,4,0.2268757315346568,0.0235540069686411,0.85,1.2,0.9,1.0,1.0,0.0216225783972125,Medium Stress,1.017993834196898
Angul,Odisha,2017,Rice,Kharif,Red,Rainfed,1099.0,24.5,89234.0,2.760405226707309,246322.0,168.7,160.9,202.4,150.3,75.0,5.98,Cereal,4.31,-1.6299999999999994,Moderate,2,Balanced,3,0.2214637616308457,0.0222727272727272,1.0,1.2,0.9,1.0,1.0,0.0240545454545454,Medium Stress,0.7292977023997815
Angul,Odisha,2018,Rice,Kharif,Loamy,Canal,1144.0,31.3,140311.0,4.253151926791199,596764.0,191.6,367.2,300.0,264.2,68.0,7.14,Cereal,2.68,1.39,Moderate,2,Balanced,3,0.7145684259232731,0.0273362445414847,1.0,0.95,0.9,1.0,1.0,0.0233724890829694,Medium Stress,1.1204094918560015
Angul,Odisha,2019,Rice,Kharif,Black,Rainfed,1373.0,34.3,123039.0,4.399003567974382,541249.0,128.0,285.7,210.7,275.0,76.9,7.3,Cereal,4.07,0.08,Good,3,Balanced,3,0.5415373882082707,0.0249636098981077,1.0,1.2,0.9,1.0,1.0,0.0269606986899563,Medium Stress,1.156358421742527
Angul,Odisha,2020,Rice,Kharif,Black,Rainfed,1006.0,25.3,96738.0,3.6657466559159793,354617.0,92.1,237.7,211.3,297.8,88.0,7.87,Cereal,4.15,-0.7400000000000002,Moderate,2,Balanced,3,0.464176579232272,0.025124131082423,0.85,1.2,0.9,1.0,1.0,0.0230639523336643,Medium Stress,0.8927851376980983
Angul,Odisha,2021,Rice,Kharif,Loamy,Rainfed,1420.0,30.2,81064.0,3.618795026152176,293354.0,148.8,295.1,262.5,292.1,89.6,6.08,Cereal,3.41,-0.0900000000000003,Good,3,Cool & Wet,4,0.5712610160161121,0.0212526389866291,0.85,1.2,0.9,1.0,1.0,0.0195099225897255,Low Stress,0.9292029812968802
Angul,Odisha,2022,Rice,Kharif,Loamy,Rainfed,1649.0,32.2,116829.0,3.690701794931053,431181.0,114.4,263.4,152.3,210.7,92.4,6.53,Cereal,3.32,0.02,Heavy,4,Cool & Wet,4,0.3755235551450097,0.0195151515151515,0.85,1.2,0.9,1.0,0.9,0.0161234181818181,Low Stress,1.0088254905685643
Angul,Odisha,2023,Rice,Kharif,Loamy,Tube Well,1352.0,30.0,78311.0,4.087995300787885,320135.0,138.3,390.4,211.0,324.3,77.5,6.39,Cereal,3.34,0.31,Good,3,Balanced,3,0.782836858468411,0.0221729490022172,1.0,0.85,0.9,1.0,1.0,0.0169623059866962,Low Stress,1.0760249510354818
Angul,Odisha,2024,Rice,Kharif,Loamy,Rainfed,1296.0,34.6,138571.0,4.290298835975781,594511.0,126.7,317.7,180.4,228.1,80.5,5.83,Cereal,3.65,0.1299999999999999,Good,3,Balanced,3,0.4423043877065407,0.0266769468003084,0.85,1.2,0.9,1.0,1.0,0.0244894371626831,Medium Stress,1.0664430231620787
Angul,Odisha,2025,Rice,Kharif,Loamy,Rainfed,1254.0,26.8,95639.0,5.002498980541411,478434.0,171.1,207.1,187.1,268.7,72.2,5.9,Cereal,3.78,0.5699999999999998,Good,3,Balanced,3,0.3749615957939279,0.0213545816733067,1.0,1.2,0.9,1.0,1.0,0.0230629482071713,Medium Stress,1.121570060164474
Angul,Odisha,2015,Sesamum,Kharif,Red,Canal,832.0,27.9,8873.0,0.689958300462076,6122.0,65.3,203.1,193.0,124.7,47.6,6.38,Oilseed,0.71,-0.02,Moderate,2,Normal,2,0.2746316512241571,0.0334933973589435,1.15,0.95,0.9,1.0,1.0,0.0329323829531812,Medium Stress,1.0
Angul,Odisha,2016,Sesamum,Kharif,Loamy,Canal,1351.0,34.9,12488.0,1.0555733504163998,13182.0,79.7,250.0,256.0,238.6,86.8,6.36,Oilseed,0.69,0.3500000000000001,Good,3,Balanced,3,0.5363075785530013,0.0258136094674556,0.85,0.95,0.9,1.0,1.0,0.0187600406804733,Low Stress,1.2094577029126456
Angul,Odisha,2017,Sesamum,Kharif,Loamy,Tube Well,1168.0,24.9,11892.0,0.5047090480995627,6002.0,47.1,265.7,202.0,309.4,69.0,7.11,Oilseed,1.04,-0.55,Moderate,2,Balanced,3,0.5469579801836656,0.0213002566295979,1.0,0.85,0.9,1.0,1.0,0.0162946963216424,Low Stress,0.672873415269015
Angul,Odisha,2018,Sesamum,Kharif,Loamy,Canal,1169.0,30.0,8949.0,0.6478936193988155,5798.0,60.0,248.4,204.0,231.1,78.8,7.18,Oilseed,0.49,0.13,Moderate,2,Balanced,3,0.4876646761345197,0.0256410256410256,1.0,0.95,0.9,1.0,1.0,0.0219230769230769,Medium Stress,0.8802200741369798
Angul,Odisha,2019,Sesamum,Kharif,Black,Rainfed,1179.0,24.4,12341.0,0.5830159630499959,7195.0,34.8,342.9,184.7,210.5,80.4,7.21,Oilseed,0.62,-0.0699999999999999,Moderate,2,Balanced,3,0.4659355130148553,0.0206779661016949,0.85,1.2,0.9,1.0,1.0,0.0189823728813559,Low Stress,1.0077374478271017
Balangir,Odisha,2015,Arhar,Rabi,Red,Tube Well,800.0,36.8,14556.0,0.9600164880461666,13974.0,46.0,225.0,177.8,198.1,41.2,6.27,Pulse,1.209,-0.2490000000000001,Moderate,2,Hot & Dry,1,0.3202141395448283,0.0459425717852684,1.15,0.85,1.0,1.15,1.0,0.0516451935081148,High Stress,1.0
Balangir,Odisha,2016,Arhar,Rabi,Loamy,Tube Well,1075.0,35.0,19517.0,1.5326638315314853,29913.0,72.4,450.0,222.4,247.7,57.3,6.76,Pulse,0.96,0.55,Moderate,2,Balanced,3,0.7949973209962201,0.0325278810408921,1.0,0.85,1.0,1.0,1.0,0.0276486988847583,Medium Stress,1.2297315620409541
Balangir,Odisha,2017,Arhar,Rabi,Red,Canal,973.0,37.0,20984.0,1.0403164315669082,21830.0,56.7,233.8,156.7,120.0,53.0,5.91,Pulse,1.51,-0.5,Moderate,2,Hot & Dry,1,0.2646609012051591,0.0379876796714579,1.0,0.95,1.0,1.15,1.0,0.0415015400410677,Medium Stress,0.8833716854366347
Balangir,Odisha,2018,Arhar,Rabi,Loamy,Tube Well,920.0,29.5,13665.0,1.588364434687157,21705.0,59.9,437.5,276.5,227.1,49.1,7.38,Pulse,1.01,0.51,Moderate,2,Hot & Dry,1,0.8093455302872098,0.0320304017372421,1.15,0.85,1.0,1.0,1.0,0.0313097176981541,Medium Stress,1.1450849785640693
Balangir,Odisha,2019,Arhar,Rabi,Loamy,Canal,1077.0,31.2,23157.0,1.5157835643649868,35101.0,51.3,350.3,244.6,228.2,67.1,6.29,Pulse,1.52,-0.09,Moderate,2,Balanced,3,0.6246487718040894,0.0289424860853432,1.0,0.95,1.0,1.0,1.0,0.027495361781076,Medium Stress,1.0972106937387154
Balangir,Odisha,2020,Arhar,Rabi,Laterite,Canal,800.0,29.3,11708.0,0.7632388110693543,8936.0,48.7,124.6,188.9,164.7,50.4,6.62,Pulse,1.43,-0.72,Moderate,2,Hot & Dry,1,0.1614803108534747,0.0365792759051186,1.0,0.95,1.0,1.0,1.0,0.0347503121098626,Medium Stress,0.5920577758644548
